ID,Text,Primary Category ID,Secondary Category IDs,Classification Reasoning
187,Really impressed with how fast your team resolved my issue. Hoping you can help me resolve this quickly. Please let me know what steps I should take next. This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
188,Your cancellation policy feels misleading based on what was advertised. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
189,The shipment arrived damaged and unusable. Hoping you can help me resolve this quickly. I haven't changed any settings recently.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
190,I'd love to see better integration with other tools I use daily. I checked the FAQ but couldn't find anything useful.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
191,The dashboard graphs are not loading like they used to. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
192,My subscription renewed even though I thought I canceled it last month. This has been really frustrating.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
193,I'm locked out of my account even though my password is correct. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
194,Your service seems to be down—I can't access anything. Thanks in advance for your help. Please let me know what steps I should take next.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
195,The shipment arrived damaged and unusable. Please let me know what steps I should take next. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
196,I don’t understand why certain features disappear after I log in. This issue is affecting my work. I checked the FAQ but couldn't find anything useful.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
197,This product has made my workflow so much easier. I haven't changed any settings recently. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
198,This product has made my workflow so much easier. This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
199,What exactly is the difference between your basic and premium plans? Let me know if you need screenshots or additional details. Thanks in advance for your help.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
200,My subscription renewed even though I thought I canceled it last month. This issue is affecting my work. I've tried troubleshooting on my own but no luck. This has been really frustrating.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
201,My package was marked delivered but it's nowhere to be found. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
202,Everything was working fine earlier but now nothing loads. Thanks in advance for your help.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
203,Just a quick note to say I love the new update! I checked the FAQ but couldn't find anything useful.,C10,,The text is primarily praise or positive feedback about the product or support.
204,What exactly is the difference between your basic and premium plans? Thanks in advance for your help. This issue is affecting my work.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
205,The app keeps freezing whenever I try to upload a file. Not sure if this is a known issue.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
206,I'm thinking about canceling because I no longer need the service. Please let me know what steps I should take next. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
207,My package was marked delivered but it's nowhere to be found. I've tried troubleshooting on my own but no luck.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
208,"Sorry if this isn't the right inbox, but I need help with something unrelated. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
209,I noticed an unexpected charge on my account and can't figure out where it came from. I haven't changed any settings recently.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
210,Everything was working fine earlier but now nothing loads. Hoping you can help me resolve this quickly. This issue is affecting my work.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
211,I was billed twice for the same month and need help sorting it out. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
212,Can you add support for exporting reports in more formats? Please let me know what steps I should take next. Thanks in advance for your help.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
213,"The system keeps timing out, so I assume there's a backend issue. I've tried troubleshooting on my own but no luck. This has been really frustrating. Thanks in advance for your help.",C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
214,I just wanted to say your support team was incredibly helpful. This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
215,"Not sure who to contact, but hoping you can point me in the right direction. Thanks in advance for your help.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
216,Can you add support for exporting reports in more formats? Thanks in advance for your help. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
217,"Sorry if this isn't the right inbox, but I need help with something unrelated. I haven't changed any settings recently. Thanks in advance for your help. Not sure if this is a known issue.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
218,I noticed an unexpected charge on my account and can't figure out where it came from. Thanks in advance for your help.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
219,I was billed twice for the same month and need help sorting it out. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
220,My email login stopped working after I updated my profile. I haven't changed any settings recently. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
221,It would be great if there was a dark mode. I've tried troubleshooting on my own but no luck.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
222,I keep getting a blank screen after logging in. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
223,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
224,I'm locked out of my account even though my password is correct. I've tried troubleshooting on my own but no luck. This issue is affecting my work. Thanks in advance for your help.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
225,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. This has been really frustrating.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
226,The dashboard graphs are not loading like they used to. I checked the FAQ but couldn't find anything useful.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
227,I was billed twice for the same month and need help sorting it out. Please let me know what steps I should take next. Thanks in advance for your help.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
228,My package was marked delivered but it's nowhere to be found. This has been really frustrating. I haven't changed any settings recently.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
229,The instructions on your help page don't match what I see in the app. Not sure if this is a known issue.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
230,My subscription renewed even though I thought I canceled it last month. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
231,Any chance of adding more customization to the dashboard widgets? This has been really frustrating. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
232,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. I checked the FAQ but couldn't find anything useful.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
233,I can't reset my password because the reset link keeps expiring instantly. Hoping you can help me resolve this quickly.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
234,The app keeps freezing whenever I try to upload a file. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
235,What exactly is the difference between your basic and premium plans? Hoping you can help me resolve this quickly. This issue is affecting my work.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
236,The two-factor authentication code never arrives to my phone. I've tried troubleshooting on my own but no luck.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
237,Are there known outages right now? My whole team is affected. Thanks in advance for your help. Hoping you can help me resolve this quickly.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
238,I keep getting a blank screen after logging in. Let me know if you need screenshots or additional details.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
239,My email login stopped working after I updated my profile. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
240,"Not sure who to contact, but hoping you can point me in the right direction. I haven't changed any settings recently. Not sure if this is a known issue. This issue is affecting my work.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
241,I just wanted to say your support team was incredibly helpful. Not sure if this is a known issue. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
242,I canceled but I'm still being charged monthly. I haven't changed any settings recently. Let me know if you need screenshots or additional details.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
243,I don’t understand why certain features disappear after I log in. This has been really frustrating.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
244,My subscription renewed even though I thought I canceled it last month. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
245,The tracking number hasn't updated in over a week. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck. Thanks in advance for your help.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
246,I just wanted to say your support team was incredibly helpful. Thanks in advance for your help.,C10,,The text is primarily praise or positive feedback about the product or support.
247,This request is actually about a different service you offer. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
248,Can you add support for exporting reports in more formats? I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
249,The tracking number hasn't updated in over a week. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
250,The app keeps freezing whenever I try to upload a file. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
251,I'm being charged fees that I was never informed about. Please let me know what steps I should take next.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
252,The dashboard graphs are not loading like they used to. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next. This issue is affecting my work.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
253,I can't reset my password because the reset link keeps expiring instantly. Thanks in advance for your help. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
254,I was hoping to switch to a free plan but don't see any downgrade option. This has been really frustrating. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
255,The invoice amount doesn't match what was shown during checkout. Thanks in advance for your help. I've tried troubleshooting on my own but no luck.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
256,Your cancellation policy feels misleading based on what was advertised. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
257,I was told one thing by sales and now support is telling me something else. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful.,C11,,They dispute policies or conflicting expectations set by different teams.
258,Your service seems to be down—I can't access anything. I haven't changed any settings recently. Not sure if this is a known issue. Let me know if you need screenshots or additional details.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
259,This product has made my workflow so much easier. This has been really frustrating. I haven't changed any settings recently. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
260,Can you add support for exporting reports in more formats? Please let me know what steps I should take next.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
261,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Hoping you can help me resolve this quickly. Thanks in advance for your help. Not sure if this is a known issue.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
262,The invoice amount doesn't match what was shown during checkout. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
263,The invoice amount doesn't match what was shown during checkout. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
264,I'm thinking about canceling because I no longer need the service. I haven't changed any settings recently. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
265,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
266,I keep getting a blank screen after logging in. Thanks in advance for your help. Please let me know what steps I should take next.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
267,Just a quick note to say I love the new update! Thanks in advance for your help. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.,C10,,The text is primarily praise or positive feedback about the product or support.
268,I was told one thing by sales and now support is telling me something else. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.,C11,,They dispute policies or conflicting expectations set by different teams.
269,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Let me know if you need screenshots or additional details.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
270,The latest update caused the settings page to crash. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
271,I just wanted to say your support team was incredibly helpful. Let me know if you need screenshots or additional details.,C10,,The text is primarily praise or positive feedback about the product or support.
272,The two-factor authentication code never arrives to my phone. Please let me know what steps I should take next.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
273,I'm locked out of my account even though my password is correct. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
274,Why was my refund request denied even though I'm within the return window? Not sure if this is a known issue. Thanks in advance for your help.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
275,I was told one thing by sales and now support is telling me something else. Thanks in advance for your help.,C11,,They dispute policies or conflicting expectations set by different teams.
276,Your service seems to be down—I can't access anything. Not sure if this is a known issue. I haven't changed any settings recently.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
277,I don’t understand why certain features disappear after I log in. I haven't changed any settings recently. This issue is affecting my work. Hoping you can help me resolve this quickly.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
278,I noticed an unexpected charge on my account and can't figure out where it came from. This issue is affecting my work.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
279,I was told one thing by sales and now support is telling me something else. This has been really frustrating.,C11,,They dispute policies or conflicting expectations set by different teams.
280,This product has made my workflow so much easier. Not sure if this is a known issue. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C10,,The text is primarily praise or positive feedback about the product or support.
281,Are there known outages right now? My whole team is affected. Please let me know what steps I should take next. Thanks in advance for your help.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
282,I keep getting a blank screen after logging in. This has been really frustrating. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
283,I'd love to see better integration with other tools I use daily. Hoping you can help me resolve this quickly.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
284,I'm thinking about canceling because I no longer need the service. Hoping you can help me resolve this quickly. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
285,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details. This issue is affecting my work. I haven't changed any settings recently.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
286,Why was my refund request denied even though I'm within the return window? This has been really frustrating. Hoping you can help me resolve this quickly. Thanks in advance for your help.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
287,Really impressed with how fast your team resolved my issue. This issue is affecting my work. This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
288,I just wanted to say your support team was incredibly helpful. Please let me know what steps I should take next.,C10,,The text is primarily praise or positive feedback about the product or support.
289,Your cancellation policy feels misleading based on what was advertised. Not sure if this is a known issue.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
290,Any chance of adding more customization to the dashboard widgets? I've tried troubleshooting on my own but no luck.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
291,My email login stopped working after I updated my profile. I haven't changed any settings recently. This issue is affecting my work.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
292,I'd like to cancel my account but can't find the option anywhere. Hoping you can help me resolve this quickly. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
293,Any chance of adding more customization to the dashboard widgets? I checked the FAQ but couldn't find anything useful. Hoping you can help me resolve this quickly. This issue is affecting my work.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
294,I'm being charged fees that I was never informed about. I haven't changed any settings recently. This has been really frustrating. I've tried troubleshooting on my own but no luck.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
295,I was told one thing by sales and now support is telling me something else. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C11,,They dispute policies or conflicting expectations set by different teams.
296,I'd like to cancel my account but can't find the option anywhere. This issue is affecting my work. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
297,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. This issue is affecting my work. This has been really frustrating.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
298,The app keeps freezing whenever I try to upload a file. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
299,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
300,Everything was working fine earlier but now nothing loads. Not sure if this is a known issue.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
301,I canceled but I'm still being charged monthly. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
302,I was billed twice for the same month and need help sorting it out. I haven't changed any settings recently. This issue is affecting my work.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
303,I can't reset my password because the reset link keeps expiring instantly. I checked the FAQ but couldn't find anything useful.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
304,"The system keeps timing out, so I assume there's a backend issue. Please let me know what steps I should take next. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.",C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
305,"Not sure who to contact, but hoping you can point me in the right direction. I haven't changed any settings recently. Let me know if you need screenshots or additional details.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
306,"Not sure who to contact, but hoping you can point me in the right direction. This issue is affecting my work.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
307,I was hoping to switch to a free plan but don't see any downgrade option. Please let me know what steps I should take next. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
308,This product has made my workflow so much easier. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
309,"Sorry if this isn't the right inbox, but I need help with something unrelated. Let me know if you need screenshots or additional details. This has been really frustrating.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
310,My email login stopped working after I updated my profile. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
311,The two-factor authentication code never arrives to my phone. This has been really frustrating. Please let me know what steps I should take next.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
312,"Not sure who to contact, but hoping you can point me in the right direction. I haven't changed any settings recently. This issue is affecting my work.",C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
313,Are there known outages right now? My whole team is affected. Thanks in advance for your help. Please let me know what steps I should take next. I haven't changed any settings recently.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
314,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details. I haven't changed any settings recently. This has been really frustrating.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
315,I was hoping to switch to a free plan but don't see any downgrade option. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
316,I canceled but I'm still being charged monthly. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
317,I'm thinking about canceling because I no longer need the service. This issue is affecting my work. Thanks in advance for your help. I haven't changed any settings recently.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
318,This request is actually about a different service you offer. This issue is affecting my work.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
319,Just a quick note to say I love the new update! Let me know if you need screenshots or additional details. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful.,C10,,The text is primarily praise or positive feedback about the product or support.
320,It would be great if there was a dark mode. This has been really frustrating.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
321,The shipment arrived damaged and unusable. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
322,The app keeps freezing whenever I try to upload a file. I haven't changed any settings recently.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
323,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. Please let me know what steps I should take next. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
324,The latest update caused the settings page to crash. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.,C01,,"The message describes the app or interface malfunctioning during normal use (freezes, crashes, or blank pages)."
325,Really impressed with how fast your team resolved my issue. Hoping you can help me resolve this quickly. I haven't changed any settings recently. This has been really frustrating.,C10,,The text is primarily praise or positive feedback about the product or support.
326,The two-factor authentication code never arrives to my phone. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
327,Why was my refund request denied even though I'm within the return window? Not sure if this is a known issue. This has been really frustrating.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
328,My email login stopped working after I updated my profile. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
329,The two-factor authentication code never arrives to my phone. This issue is affecting my work.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
330,I'd like to cancel my account but can't find the option anywhere. Thanks in advance for your help.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
331,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
332,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Let me know if you need screenshots or additional details. I haven't changed any settings recently. This has been really frustrating.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
333,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
334,This product has made my workflow so much easier. Please let me know what steps I should take next. This issue is affecting my work.,C10,,The text is primarily praise or positive feedback about the product or support.
335,This request is actually about a different service you offer. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
336,Why was my refund request denied even though I'm within the return window? Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
337,I'd like to cancel my account but can't find the option anywhere. Please let me know what steps I should take next.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
338,Really impressed with how fast your team resolved my issue. Not sure if this is a known issue. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C10,,The text is primarily praise or positive feedback about the product or support.
339,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
340,My subscription renewed even though I thought I canceled it last month. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
341,I was told one thing by sales and now support is telling me something else. This issue is affecting my work.,C11,,They dispute policies or conflicting expectations set by different teams.
342,I'd like to cancel my account but can't find the option anywhere. Not sure if this is a known issue.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
343,The invoice amount doesn't match what was shown during checkout. Let me know if you need screenshots or additional details. Not sure if this is a known issue.,C03,,"The complaint centers on incorrect or unexpected charges, billing errors, or refund denials."
344,Really impressed with how fast your team resolved my issue. Hoping you can help me resolve this quickly.,C10,,The text is primarily praise or positive feedback about the product or support.
345,I'm thinking about canceling because I no longer need the service. This has been really frustrating.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
346,It would be great if there was a dark mode. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next. This has been really frustrating.,C06,,"They request new or enhanced product features like integrations, modes, or customization."
347,I can't reset my password because the reset link keeps expiring instantly. Hoping you can help me resolve this quickly. Please let me know what steps I should take next. Not sure if this is a known issue.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
348,I received the wrong item and need to exchange it. Thanks in advance for your help.,C05,,"The note is about a physical delivery problem such as damage, missing packages, or wrong items."
349,The two-factor authentication code never arrives to my phone. This issue is affecting my work. This has been really frustrating.,C02,,"They cannot access their account or complete authentication steps like passwords, 2FA, or login."
350,I'd like to cancel my account but can't find the option anywhere. Let me know if you need screenshots or additional details. This issue is affecting my work.,C04,,"They want to cancel or change their plan, or say charges continued despite cancellation attempts."
351,What exactly is the difference between your basic and premium plans? Not sure if this is a known issue.,C08,,"They are confused by guidance or onboarding, asking for clearer instructions or explanations."
352,I think this message got sent to the wrong department—I'm looking for HR. I haven't changed any settings recently. Let me know if you need screenshots or additional details. This has been really frustrating.,C07,,"The writer says the request reached the wrong place and asks to be redirected, indicating a misrouted inquiry."
353,Everything was working fine earlier but now nothing loads. I checked the FAQ but couldn't find anything useful.,C09,,"They report the entire service or team access is unavailable, suggesting a wider outage."
