ID,Text,Primary Category ID,Secondary Category IDs,Classification Reasoning
259,This product has made my workflow so much easier. This has been really frustrating. I haven't changed any settings recently. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
260,Can you add support for exporting reports in more formats? Please let me know what steps I should take next.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
261,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Hoping you can help me resolve this quickly. Thanks in advance for your help. Not sure if this is a known issue.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
262,The invoice amount doesn't match what was shown during checkout. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
263,The invoice amount doesn't match what was shown during checkout. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
264,I'm thinking about canceling because I no longer need the service. I haven't changed any settings recently. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
265,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. I checked the FAQ but couldn't find anything useful.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
266,I keep getting a blank screen after logging in. Thanks in advance for your help. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
267,Just a quick note to say I love the new update! Thanks in advance for your help. Let me know if you need screenshots or additional details. Hoping you can help me resolve this quickly.,C10,,The message shares positive feedback about the product or support without raising a problem.
268,I was told one thing by sales and now support is telling me something else. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
269,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Let me know if you need screenshots or additional details.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
270,The latest update caused the settings page to crash. I checked the FAQ but couldn't find anything useful. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
271,I just wanted to say your support team was incredibly helpful. Let me know if you need screenshots or additional details.,C10,,The message shares positive feedback about the product or support without raising a problem.
272,The two-factor authentication code never arrives to my phone. Please let me know what steps I should take next.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
273,I'm locked out of my account even though my password is correct. I haven't changed any settings recently. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
274,Why was my refund request denied even though I'm within the return window? Not sure if this is a known issue. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
275,I was told one thing by sales and now support is telling me something else. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
276,Your service seems to be down—I can't access anything. Not sure if this is a known issue. I haven't changed any settings recently.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
277,I don’t understand why certain features disappear after I log in. I haven't changed any settings recently. This issue is affecting my work. Hoping you can help me resolve this quickly.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
278,I noticed an unexpected charge on my account and can't figure out where it came from. This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
279,I was told one thing by sales and now support is telling me something else. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
280,This product has made my workflow so much easier. Not sure if this is a known issue. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
281,Are there known outages right now? My whole team is affected. Please let me know what steps I should take next. Thanks in advance for your help.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
282,I keep getting a blank screen after logging in. This has been really frustrating. Please let me know what steps I should take next. I checked the FAQ but couldn't find anything useful.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
283,I'd love to see better integration with other tools I use daily. Hoping you can help me resolve this quickly.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
284,I'm thinking about canceling because I no longer need the service. Hoping you can help me resolve this quickly. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
285,My email login stopped working after I updated my profile. Let me know if you need screenshots or additional details. This issue is affecting my work. I haven't changed any settings recently.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
286,Why was my refund request denied even though I'm within the return window? This has been really frustrating. Hoping you can help me resolve this quickly. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
287,Really impressed with how fast your team resolved my issue. This issue is affecting my work. This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
288,I just wanted to say your support team was incredibly helpful. Please let me know what steps I should take next.,C10,,The message shares positive feedback about the product or support without raising a problem.
289,Your cancellation policy feels misleading based on what was advertised. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
290,Any chance of adding more customization to the dashboard widgets? I've tried troubleshooting on my own but no luck.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
291,My email login stopped working after I updated my profile. I haven't changed any settings recently. This issue is affecting my work.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
292,I'd like to cancel my account but can't find the option anywhere. Hoping you can help me resolve this quickly. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
293,Any chance of adding more customization to the dashboard widgets? I checked the FAQ but couldn't find anything useful. Hoping you can help me resolve this quickly. This issue is affecting my work.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
294,I'm being charged fees that I was never informed about. I haven't changed any settings recently. This has been really frustrating. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
295,I was told one thing by sales and now support is telling me something else. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
296,I'd like to cancel my account but can't find the option anywhere. This issue is affecting my work. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
297,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. This issue is affecting my work. This has been really frustrating.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
298,The app keeps freezing whenever I try to upload a file. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue. I checked the FAQ but couldn't find anything useful.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
299,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details. Please let me know what steps I should take next.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
300,Everything was working fine earlier but now nothing loads. Not sure if this is a known issue.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
301,I canceled but I'm still being charged monthly. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
302,I was billed twice for the same month and need help sorting it out. I haven't changed any settings recently. This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
303,I can't reset my password because the reset link keeps expiring instantly. I checked the FAQ but couldn't find anything useful.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
304,"The system keeps timing out, so I assume there's a backend issue. Please let me know what steps I should take next. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
305,"Not sure who to contact, but hoping you can point me in the right direction. I haven't changed any settings recently. Let me know if you need screenshots or additional details.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
306,"Not sure who to contact, but hoping you can point me in the right direction. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
307,I was hoping to switch to a free plan but don't see any downgrade option. Please let me know what steps I should take next. Let me know if you need screenshots or additional details. I've tried troubleshooting on my own but no luck.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
308,This product has made my workflow so much easier. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
309,"Sorry if this isn't the right inbox, but I need help with something unrelated. Let me know if you need screenshots or additional details. This has been really frustrating.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
310,My email login stopped working after I updated my profile. I checked the FAQ but couldn't find anything useful. I haven't changed any settings recently.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
311,The two-factor authentication code never arrives to my phone. This has been really frustrating. Please let me know what steps I should take next.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
312,"Not sure who to contact, but hoping you can point me in the right direction. I haven't changed any settings recently. This issue is affecting my work.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
313,Are there known outages right now? My whole team is affected. Thanks in advance for your help. Please let me know what steps I should take next. I haven't changed any settings recently.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
314,I think this message got sent to the wrong department—I'm looking for HR. Let me know if you need screenshots or additional details. I haven't changed any settings recently. This has been really frustrating.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
315,I was hoping to switch to a free plan but don't see any downgrade option. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
316,I canceled but I'm still being charged monthly. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
317,I'm thinking about canceling because I no longer need the service. This issue is affecting my work. Thanks in advance for your help. I haven't changed any settings recently.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
318,This request is actually about a different service you offer. This issue is affecting my work.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
319,Just a quick note to say I love the new update! Let me know if you need screenshots or additional details. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful.,C10,,The message shares positive feedback about the product or support without raising a problem.
320,It would be great if there was a dark mode. This has been really frustrating.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
321,The shipment arrived damaged and unusable. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
322,The app keeps freezing whenever I try to upload a file. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
323,I'd like to cancel my account but can't find the option anywhere. I haven't changed any settings recently. Please let me know what steps I should take next. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
324,The latest update caused the settings page to crash. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
325,Really impressed with how fast your team resolved my issue. Hoping you can help me resolve this quickly. I haven't changed any settings recently. This has been really frustrating.,C10,,The message shares positive feedback about the product or support without raising a problem.
326,The two-factor authentication code never arrives to my phone. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
327,Why was my refund request denied even though I'm within the return window? Not sure if this is a known issue. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
328,My email login stopped working after I updated my profile. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful. Not sure if this is a known issue.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
329,The two-factor authentication code never arrives to my phone. This issue is affecting my work.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
330,I'd like to cancel my account but can't find the option anywhere. Thanks in advance for your help.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
331,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
332,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. Let me know if you need screenshots or additional details. I haven't changed any settings recently. This has been really frustrating.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
333,Any chance of adding more customization to the dashboard widgets? Not sure if this is a known issue.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
334,This product has made my workflow so much easier. Please let me know what steps I should take next. This issue is affecting my work.,C10,,The message shares positive feedback about the product or support without raising a problem.
335,This request is actually about a different service you offer. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
336,Why was my refund request denied even though I'm within the return window? Let me know if you need screenshots or additional details. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
337,I'd like to cancel my account but can't find the option anywhere. Please let me know what steps I should take next.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
338,Really impressed with how fast your team resolved my issue. Not sure if this is a known issue. I haven't changed any settings recently. I've tried troubleshooting on my own but no luck.,C10,,The message shares positive feedback about the product or support without raising a problem.
339,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. I've tried troubleshooting on my own but no luck.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
340,My subscription renewed even though I thought I canceled it last month. Not sure if this is a known issue. I've tried troubleshooting on my own but no luck.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
341,I was told one thing by sales and now support is telling me something else. This issue is affecting my work.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
342,I'd like to cancel my account but can't find the option anywhere. Not sure if this is a known issue.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
343,The invoice amount doesn't match what was shown during checkout. Let me know if you need screenshots or additional details. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
344,Really impressed with how fast your team resolved my issue. Hoping you can help me resolve this quickly.,C10,,The message shares positive feedback about the product or support without raising a problem.
345,I'm thinking about canceling because I no longer need the service. This has been really frustrating.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
346,It would be great if there was a dark mode. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next. This has been really frustrating.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
347,I can't reset my password because the reset link keeps expiring instantly. Hoping you can help me resolve this quickly. Please let me know what steps I should take next. Not sure if this is a known issue.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
348,I received the wrong item and need to exchange it. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
349,The two-factor authentication code never arrives to my phone. This issue is affecting my work. This has been really frustrating.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
350,I'd like to cancel my account but can't find the option anywhere. Let me know if you need screenshots or additional details. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
351,What exactly is the difference between your basic and premium plans? Not sure if this is a known issue.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
352,I think this message got sent to the wrong department—I'm looking for HR. I haven't changed any settings recently. Let me know if you need screenshots or additional details. This has been really frustrating.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
353,Everything was working fine earlier but now nothing loads. I checked the FAQ but couldn't find anything useful.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
354,The instructions on your help page don't match what I see in the app. Please let me know what steps I should take next. This issue is affecting my work. Let me know if you need screenshots or additional details.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
355,The dashboard graphs are not loading like they used to. Hoping you can help me resolve this quickly. I haven't changed any settings recently.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
356,This request is actually about a different service you offer. I checked the FAQ but couldn't find anything useful. Please let me know what steps I should take next.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
357,The tracking number hasn't updated in over a week. Please let me know what steps I should take next.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
358,Just a quick note to say I love the new update! Thanks in advance for your help. Please let me know what steps I should take next. Hoping you can help me resolve this quickly.,C10,,The message shares positive feedback about the product or support without raising a problem.
359,My subscription renewed even though I thought I canceled it last month. Please let me know what steps I should take next. This issue is affecting my work. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
360,I don’t understand why certain features disappear after I log in. I've tried troubleshooting on my own but no luck. Not sure if this is a known issue.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
361,I'm being charged fees that I was never informed about. Hoping you can help me resolve this quickly. Not sure if this is a known issue. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
362,The latest update caused the settings page to crash. I checked the FAQ but couldn't find anything useful. Let me know if you need screenshots or additional details.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
363,The app keeps freezing whenever I try to upload a file. I checked the FAQ but couldn't find anything useful. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
364,Any chance of adding more customization to the dashboard widgets? I checked the FAQ but couldn't find anything useful. This issue is affecting my work. Let me know if you need screenshots or additional details.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
365,"The system keeps timing out, so I assume there's a backend issue. Thanks in advance for your help. Please let me know what steps I should take next.",C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
366,"Sorry if this isn't the right inbox, but I need help with something unrelated. Please let me know what steps I should take next. I haven't changed any settings recently.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
367,I canceled but I'm still being charged monthly. This issue is affecting my work.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
368,My package was marked delivered but it's nowhere to be found. This has been really frustrating.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
369,What exactly is the difference between your basic and premium plans? Let me know if you need screenshots or additional details. This has been really frustrating.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
370,I'm being charged fees that I was never informed about. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
371,Really impressed with how fast your team resolved my issue. I checked the FAQ but couldn't find anything useful.,C10,,The message shares positive feedback about the product or support without raising a problem.
372,I'd like to cancel my account but can't find the option anywhere. Hoping you can help me resolve this quickly.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
373,I'm being charged fees that I was never informed about. This issue is affecting my work. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
374,Your service seems to be down—I can't access anything. I checked the FAQ but couldn't find anything useful.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
375,I'm thinking about canceling because I no longer need the service. I haven't changed any settings recently.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
376,I just wanted to say your support team was incredibly helpful. I've tried troubleshooting on my own but no luck. This has been really frustrating. Let me know if you need screenshots or additional details.,C10,,The message shares positive feedback about the product or support without raising a problem.
377,I canceled but I'm still being charged monthly. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
378,I just wanted to say your support team was incredibly helpful. This issue is affecting my work. Not sure if this is a known issue.,C10,,The message shares positive feedback about the product or support without raising a problem.
379,"Not sure who to contact, but hoping you can point me in the right direction. I checked the FAQ but couldn't find anything useful.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
380,Any chance of adding more customization to the dashboard widgets? Let me know if you need screenshots or additional details. Thanks in advance for your help. This issue is affecting my work.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
381,The shipment arrived damaged and unusable. Hoping you can help me resolve this quickly. This has been really frustrating. I checked the FAQ but couldn't find anything useful.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
382,Why was my refund request denied even though I'm within the return window? This has been really frustrating. Thanks in advance for your help.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
383,I'm not sure how to complete the onboarding steps—it keeps asking for info I don’t have. This issue is affecting my work. Please let me know what steps I should take next. I've tried troubleshooting on my own but no luck.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
384,Any chance of adding more customization to the dashboard widgets? This has been really frustrating.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
385,The instructions on your help page don't match what I see in the app. This has been really frustrating.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
386,Really impressed with how fast your team resolved my issue. Thanks in advance for your help.,C10,,The message shares positive feedback about the product or support without raising a problem.
387,I received the wrong item and need to exchange it. This issue is affecting my work. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
388,I noticed an unexpected charge on my account and can't figure out where it came from. I've tried troubleshooting on my own but no luck. I haven't changed any settings recently. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
389,The dashboard graphs are not loading like they used to. This issue is affecting my work. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
390,The instructions on your help page don't match what I see in the app. Let me know if you need screenshots or additional details.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
391,I'm being charged fees that I was never informed about. I've tried troubleshooting on my own but no luck. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
392,I think this message got sent to the wrong department—I'm looking for HR. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
393,"Sorry if this isn't the right inbox, but I need help with something unrelated. Please let me know what steps I should take next. Let me know if you need screenshots or additional details.",C08,,The sender says the request may be misdirected and asks who to contact for the unrelated issue.
394,I received the wrong item and need to exchange it. Not sure if this is a known issue.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
395,Your service seems to be down—I can't access anything. Not sure if this is a known issue. Hoping you can help me resolve this quickly.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
396,Are there known outages right now? My whole team is affected. This issue is affecting my work.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
397,I'd like to cancel my account but can't find the option anywhere. This has been really frustrating. I haven't changed any settings recently.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
398,My subscription renewed even though I thought I canceled it last month. Let me know if you need screenshots or additional details.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
399,I canceled but I'm still being charged monthly. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
400,Any chance of adding more customization to the dashboard widgets? Let me know if you need screenshots or additional details. Not sure if this is a known issue.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
401,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently. Hoping you can help me resolve this quickly. Let me know if you need screenshots or additional details.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
402,I received the wrong item and need to exchange it. Hoping you can help me resolve this quickly.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
403,It would be great if there was a dark mode. Please let me know what steps I should take next. Let me know if you need screenshots or additional details. Thanks in advance for your help.,C06,,The text suggests adding or improving features like integrations or customization to enhance the product.
404,Are there known outages right now? My whole team is affected. This has been really frustrating. Please let me know what steps I should take next. Thanks in advance for your help.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
405,I don’t understand why certain features disappear after I log in. Please let me know what steps I should take next.,C09,,The message highlights confusion with onboarding or help documentation not matching what the user sees.
406,Why was my refund request denied even though I'm within the return window? This issue is affecting my work. Hoping you can help me resolve this quickly.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
407,I keep getting a blank screen after logging in. Hoping you can help me resolve this quickly. Thanks in advance for your help.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
408,The two-factor authentication code never arrives to my phone. This has been really frustrating. Please let me know what steps I should take next.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
409,I just wanted to say your support team was incredibly helpful. Thanks in advance for your help. I haven't changed any settings recently. Not sure if this is a known issue.,C10,,The message shares positive feedback about the product or support without raising a problem.
410,Everything was working fine earlier but now nothing loads. I've tried troubleshooting on my own but no luck. This has been really frustrating. Hoping you can help me resolve this quickly.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
411,Just a quick note to say I love the new update! I've tried troubleshooting on my own but no luck. I haven't changed any settings recently.,C10,,The message shares positive feedback about the product or support without raising a problem.
412,The two-factor authentication code never arrives to my phone. I've tried troubleshooting on my own but no luck. Let me know if you need screenshots or additional details.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
413,I'm thinking about canceling because I no longer need the service. This issue is affecting my work.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
414,I was hoping to switch to a free plan but don't see any downgrade option. I haven't changed any settings recently.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
415,My package was marked delivered but it's nowhere to be found. I checked the FAQ but couldn't find anything useful. I've tried troubleshooting on my own but no luck. Please let me know what steps I should take next.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
416,I can't reset my password because the reset link keeps expiring instantly. Thanks in advance for your help. This issue is affecting my work. I haven't changed any settings recently.,C02,,The user cannot sign in properly due to authentication issues like password lockouts or codes not working.
417,The latest update caused the settings page to crash. Hoping you can help me resolve this quickly. Thanks in advance for your help. Not sure if this is a known issue.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
418,The latest update caused the settings page to crash. I've tried troubleshooting on my own but no luck. This has been really frustrating.,C01,,"The user reports functional glitches such as freezing, crashes, or pages failing during normal use."
419,The tracking number hasn't updated in over a week. Thanks in advance for your help.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
420,My subscription renewed even though I thought I canceled it last month. Hoping you can help me resolve this quickly. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
421,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
422,Your cancellation policy feels misleading based on what was advertised. Please let me know what steps I should take next. Not sure if this is a known issue.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
423,I'm thinking about canceling because I no longer need the service. Thanks in advance for your help. I checked the FAQ but couldn't find anything useful.,C04,,"The user is seeking to cancel, downgrade, or understand plan options for their account."
424,The shipment arrived damaged and unusable. Let me know if you need screenshots or additional details. Not sure if this is a known issue.,C05,,The note describes shipping fulfillment problems such as missing or damaged items or stalled tracking.
425,Why was my refund request denied even though I'm within the return window? Not sure if this is a known issue. This has been really frustrating.,C03,,"The writer disputes charges or billing actions like unexpected fees, duplicate bills, or renewals."
426,This product has made my workflow so much easier. Not sure if this is a known issue.,C10,,The message shares positive feedback about the product or support without raising a problem.
427,Your service seems to be down—I can't access anything. Hoping you can help me resolve this quickly.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
428,Are there known outages right now? My whole team is affected. This has been really frustrating. Hoping you can help me resolve this quickly. Please let me know what steps I should take next.,C07,,The user reports a broad outage or inability to access the service affecting usage for them or their team.
